Title,Author,Rating,Want to Read
"Perspectives of System Informatics: 9th International Ershov Informatics Conference, PSI 2014, St. Petersburg, Russia, June 24-27, 2014. Revised Selected Papers","Nikolaj Bjørner, Irina Virbitskaite, Andrei Voronkov",N/A,N/A
"Social Computing and Social Media: 6th International Conference, SCSM 2014, Held As Part of HCI International 2014, Heraklion, Crete, Greece, June 22-27, 2014, Proceedings",Gabriele Meiselwitz,N/A,N/A
"Geo-Spatial Knowledge and Intelligence: 4th International Conference on Geo-Informatics in Resource Management and Sustainable Ecosystem, GRMSE 2016, Hong Kong, China, November 18-20, 2016, Revised Selected Papers","Hanning Yuan, Jing Geng, Chuanlu Liu, Fuling Bian, Tisinee Surapunt",N/A,N/A
"Computational Science – ICCS 2020: 20th International Conference, Amsterdam, The Netherlands, June 3–5, 2020, Proceedings, Part IV","Valeria V. Krzhizhanovskaya, Gábor Závodszky, Michael H. Lees, Jack J. Dongarra, Peter M. A. Sloot, Sérgio Brissos, João Teixeira",N/A,2 Want to read
"Evolutionary and Biologically Inspired Music, Sound, Art and Design: 5th International Conference, EvoMUSART 2016, Porto, Portugal, March 30 -- April 1, 2016, Proceedings","Colin Johnson, Adrian Carballal, João Correia",N/A,N/A
"Algorithms and Architectures for Parallel Processing: 13th International Conference, ICA3PP 2013, Vietri Sul Mare, Italy, December 18-20, 2013, Proceedings, Part II","Joanna Kolodziej, Benjamino Di Martino, Domenico Talia",N/A,N/A
"Logic and Its Applications: Fourth Indian Conference, ICLA 2011, Delhi, India, January 5-11, 2011, Proceedings","Mohua Banerjee, Krishna S.",N/A,N/A
"Trustworthy Computing and Services: International Conference, ISCTCS 2012, Beijing, China, May/June 2012, Revised Selected Papers","Yuyu Yuan, Xu Wu, Yueming Lu",N/A,N/A
Probability with R: An Introduction with Computer Science Applications,Jane M. Horgan,N/A,N/A
Forensic Computing: A Practitioner's Guide (Practitioner Series),"A J Sammes, Brian Jenkinson",N/A,2 Want to read
Foundations of Computational Linguistics: Man-Machine Communication in Natural Language,Roland Hausser,N/A,N/A
"Advances in Artificial Intelligence: 16th Conference of the Spanish Association for Arti&#64257;cial Intelligence, CAEPIA 2015 Albacete, Spain, November 9-12, 2015 Proceedings","Oscar Luaces, José A. Gámez, Edurne Barrenechea, Alicia Troncoso, Mikel Galar, Héctor Quintián, Emilio Corchado",N/A,N/A
"Multiagent System Technologies: 13th German Conference, MATES 2015, Cottbus, Germany, September 28 - 30, 2015, Revised Selected Papers","Jörg P. Müller, Michael Weyrich, Ana L.C. Bazzan",N/A,N/A
"Beyond Databases, Architectures and Structures: 11th International Conference, BDAS 2015, Ustro&#324;, Poland, May 26-29, 2015, Proceedings","Stanisław Kozielski, Dariusz Mrozek, Paweł Kasprowski",N/A,N/A
"Modelling and Implementation of Complex Systems: Proceedings of the 4th International Symposium, MISC 2016, Constantine, Algeria, May 7-8, 2016, Constantine, Algeria","Salim Chikhi, Abdelmalek Amine, Allaoua Chaoui, Mohamed Khireddine Kholladi, Djamel Eddine Saidouni",N/A,N/A
"Modeling and Simulation in Engineering, Economics, and Management: International Conference, MS 2013, Castellón de la Plana, Spain, June 6-7, 2013, Proceedings","María Ángeles Fernández-Izquierdo, María Jesús Muñoz-Torres, Raúl León",N/A,N/A
"E-Infrastructure and e-Services for Developing Countries: 13th EAI International Conference, AFRICOMM 2021, Zanzibar, Tanzania, December 1-3, 2021, Proceedings","Radu Popescu-Zeletin, Idris A. Rai, Karl Jonas",N/A,N/A
"Global Security, Safety, and Sustainability: 6th International Conference, ICGS3 2010, Braga, Portugal, September 1-3, 2010. Proceedings","Hamid Jahankhani, Christos K. Georgiadis, Elias Pimenidis",N/A,N/A
"Logic for Programming, Artificial Intelligence, and Reasoning: 19th International Conference, LPAR-19, Stellenbosch, South Africa, December 14-19, 2013, Proceedings","Ken McMillan, Aart Middeldorp, Andrei Voronkov",N/A,N/A
Long-term preservation of digital documents: principles and practices,"Uwe M. Borghoff, Peter Rödig, Jan Scheffczyk, Lothar Schmitz",N/A,2 Want to read
Logic Programming: The 5th International Conference & Symposium (Logic Programming),"Robert Kowalski, Kenneth A. Bowen",N/A,N/A
"Combinatorial Optimization and Applications: Third International Conference, COCOA 2009, Huangshan, China, June 10-12, 2009, Proceedings","Zhao Zhang, Lidong Wu, Wen Xu, Ding-Zhu Du",N/A,N/A
"Information and Communication Technology: Second IFIP TC 5/8 International Conference, ICT-EurAsia 2014, Bali, Indonesia, April 14-17, 2014, Proceedings","Linawati, Made Sudiana Mahendra, Erich J. Neuhold, A Min Tjoa, Ilsun You",N/A,N/A
Data Warehouse Systems: Design and Implementation,"Alejandro Vaisman, Esteban Zimányi",N/A,1 Want to read
Modeling and Analysis of Communicating Systems,"Jan Friso Groote, Mohammad Reza Mousavi",N/A,N/A
"Information Systems for Crisis Response and Management in Mediterranean Countries: Second International Conference, ISCRAM-Med 2015, Tunis, Tunisia, October 28-30, 2015, Proceedings","Narjès Bellamine Ben Saoud, Carole Adam, Chihab Hanachi",N/A,1 Want to read
"Computational Collective IntelligenceTechnologies and Applications: Third International Conference, ICCCI 2011, Gdynia, Poland, September 21-23, 2011, Proceedings, Part I","Ngọc Thanh Nguyễn, Kiem Hoang, Piotr Jedrzejowicz",N/A,N/A
"Ambient Intelligence: 12th European Conference, AmI 2015, Athens, Greece, November 11-13, 2015, Proceedings","Ioannis Chatzigiannakis, Boris De Ruyter, Irene Mavrommati",N/A,N/A
"HCI in Business: First International Conference, HCIB 2014, Held As Part of HCI International 2014, Heraklion, Crete, Greece, June 22-27, 2014, Proceedings",Fiona Fui-Hoon Nah,N/A,N/A
"Augmented Environments for Computer-Assisted Interventions: 9th International Workshop, AE-CAI 2014, Held in Conjunction with MICCAI 2014, Boston, MA, ...","Cristian A Linte, Ziv Yaniv, Pascal Fallavollita",N/A,N/A
"Collaboration and Technology: 20th International Conference, CRIWG 2014, Santiago, Chile, September 7-10, 2014, Proceedings","Nelson Baloian, Frada Burstein, Hiroaki Ogata, Flavia Santoro, Gustavo Zurita",N/A,N/A
Fundamentals of Music Processing: Using Python and Jupyter Notebooks,Meinard Müller,5.0 (1 rating),3 Want to read
"Progress in Pattern Recognition, Image Analysis, Computer Vision, and Applications: 18th Iberoamerican Congress, CIARP 2013, Havana, Cuba, November 20-13, 2013, Proceedings, Part I","José Ruiz-Shulcloper, Gabriella Sanniti di Baja",N/A,N/A
"Data Analytics for Renewable Energy Integration: Third ECML PKDD Workshop, DARE 2015, Porto, Portugal, September 11, 2015. Revised Selected Papers","Wei Lee Woon, Zeyar Aung, Stuart Madnick",N/A,N/A
"Computational Science and Its Applications -- ICCSA 2013: 13th International Conference, ICCSA 2013, Ho Chi Minh City, Vietnam, June 24-27, 2013, Proceedings, Part IV","Beniamino Murgante, Sanjay Misra, Maurizio Carlini",N/A,N/A
"Security and Privacy in Mobile Information and Communication Systems: 4th International Conference, MobiSec 2012, Frankfurt Am Main, Germany, June 25-26, 2012, Pevised Selected Papers","Andreas U. Schmidt, Giovanni Russello, Antonio Lioy",N/A,N/A
"Theoretical Computer Science: 38th National Conference, NCTCS 2020, Nanning, China, November 13-15, 2020, Revised Selected Papers","Lian Li, Pinyan Lu, Kun He",N/A,2 Want to read
"Relational and Algebraic Methods in Computer Science: 21st International Conference, RAMiCS 2024, Prague, Czech Republic, August 19-23, 2024, Proceedings","Uli Fahrenberg, Peter Jipsen, Michael Winter",N/A,N/A
"Computational Science and Its Applications – ICCSA 2017: 17th International Conference, Trieste, Italy, July 3-6, 2017, Proceedings, Part II","Osvaldo Gervasi, Beniamino Murgante, Sanjay Misra, Giuseppe Borruso, Carmelo M. Torre, Ana Maria A.C. Rocha, David Taniar, Bernady O. Apduhan, Elena Stankova",N/A,N/A
"Database Systems for Advanced Applications: 14th International Conference, DASFAA 2023, Tianjin, China, April 17-20, 2023, Proceedings, Part III","Wook-Shin Han, Mong Li Lee, Agus Muliantara, Ngurah Agus Sanjaya, Bernhard Thalheim, Shuigeng Zhou",N/A,N/A
Designing with the Mind in Mind: Simple Guide to Understanding User Interface Design Guidelines,"Johnson, Jeff",3.0 (1 rating),8 Want to read
Computer Aided Verification,"Hana Chockler, Georg Weissenbacher",N/A,N/A
"Advances in Speech and Language Technologies for Iberian Languages: IberSPEECH 2014 Conference, Las Palmas de Gran Canaria, Spain, November 19-21, 2014, Proceedings","Doroteo T. Toledano, Alfonso Ortega, António Teixeira, Joaquin Gonzalez-Rodriguez, Luis Hernandez-Gomez, Ruben San-Segundo, Daniel Ramos",N/A,N/A
"Big Data Analytics: 4th International Conference, BDA 2015, Hyderabad, India, December 15-18, 2015, Proceedings","V. B. Aggarwal, Vasudha Bhatnagar, Durgesh Kumar Mishra",N/A,N/A
Ambient Communications and Computer Systems: Proceedings of RACCCS 2021,"Gregorio Martinez Perez, Shailesh Tiwari, Munesh C. Trivedi, Krishn K. Mishra",N/A,N/A
Bioinformatics Challenges at the Interface of Biology and Computer Science: Mind the Gap,"Teresa K. Attwood, Stephen R. Pettifer, David Thorne",N/A,1 Want to read
Wavelets Made Easy,Yves Nievergelt,N/A,N/A
Numbers and computers,Ronald T. Kneusel,N/A,N/A
Science of Computing: Shaping a Discipline,Matti Tedre,N/A,N/A
Java Security,Scott Oaks,N/A,3 Want to read
"Advanced Information Systems Engineering: 8th International Conference Caise 96, Heraklion, Crete, Greece, May 1996 : Proceedings (Lecture Notes in Computer Science)","CAiSE '96 (1996 Crete, Greece), Greece) International Conference Caise 1..., Panos Constantopoulos, John Mylopoulos, Yannis Vassiliou",N/A,N/A
Master Data Management in Practice,"Dalton Cervo, Allen, Mark, Jill Dyché",N/A,N/A
Advanced Applications of Computational Mathematics,"Akshay Kumar, Mangey Ram, Hari Mohan Srivastava",N/A,N/A
Professional Practice in Engineering and Computing,Riadh Habash,N/A,2 Want to read
"Communication, Management and Information Technology: International Conference on Communciation, Management and Information Technology","Musbah Aqel, Marcelo Sampaio de Alencar",N/A,N/A
Order stars,A. Iserles,N/A,N/A
"Privacy Technologies and Policy: Third Annual Privacy Forum, APF 2015, Luxembourg, Luxembourg, October 7-8, 2015, Revised Selected Papers","Bart Preneel, Demosthenes Ikonomou",N/A,N/A
Data Science Without Makeup,Mikhail Zhilkin,N/A,1 Want to read
Electromagnetism for Signal Processing Spectroscopy and Contemporary Computing,"Khurshed Ahmad Shah, Brijesh Kumbhani, Raul F. Garcia-Sanchez, Prabhakar Misra",N/A,N/A
Evolutionary Computation 1: Basic Algorithms and Operators,"Thomas Baeck, D. B. Fogel, Z. Michalewicz",N/A,N/A
Introduction to Design Science,"Paul Johannesson, Erik Perjons",N/A,N/A
Computing Universe: A Journey Through a Revolution,"Tony Hey, Gyuri Pápay",N/A,1 Want to read
"Dictionary of Computer Science, Engineering and Technology",Philip A. Laplante,N/A,N/A
Advances in Swarm Intelligence for Optimizing Problems in Computer Science,"Anand Nayyar, Dac-Nhuong Le, Nhu Gia Nguyen",N/A,N/A
Wirtschaftsinformatik Für Dummies,"Stephan Thesmann, Werner Burkard",N/A,1 Want to read
VSTO For Dummies,Bill Sempf,N/A,N/A
Decrypted Secrets,Friedrich L. Bauer,N/A,1 Want to read
Programming Collective Intelligence: Building Smart Web 2.0 Applications,Toby Segaran,4.0 (7 ratings),10 Want to read
"Snap to Grid: A User's Guide to Digital Arts, Media, and Cultures",Peter Lunenfeld,N/A,2 Want to read
Professional Application Lifecycle Management with Visual Studio 2012,Mickey Gousset,N/A,N/A
"Arguments That Count: Physics, Computing, and Missile Defense, 1949-2012",Rebecca Slayton,N/A,N/A
RPG TnT,Bob Cozzi,N/A,N/A
Introduction To Evolutionary Genomics,Naruya Saitou,N/A,N/A
How to cheat in Adobe Flash CS5: the art of design and animation,Chris Georgenes,N/A,N/A
Geometric Algebra for Computer Science: An Object-Oriented Approach to Geometry (The Morgan Kaufmann Series in Computer Graphics),"Leo Dorst, Daniel Fontijne, Stephen Mann",N/A,2 Want to read
Putting Information First: Luciano Floridi and the Philosophy of Information,Patrick Allo,N/A,N/A
Website optimization: an hour a day,Rich Page,N/A,2 Want to read
"Communication and Networking: International Conference, FGCN 2010, Held as Part of the Future Generation Information Technology Conference, FGIT 2010, Jeju Island, Korea, December 13-15, 2010. Proceedings, Part II","Tai-hoon Kim, Dominik Slezak, Alan Chin-Chen Chang",N/A,N/A
Concept Data Analysis: Theory and Applications,Claudio Carpineto,N/A,4 Want to read
"Product Focused Software Process Improvement: 6th International Conference, PROFES 2005, Oulu, Finland, June 13-18, 2005, Proceedings (Lecture Notes in Computer Science)",Frank Bomarius,N/A,3 Want to read
Decision Procedures: An Algorithmic Point of View,Daniel Kroening,N/A,1 Want to read
"User Story Mapping: Discover the Whole Story, Build the Right Product",Jeff Patton,5.0 (1 rating),23 Want to read
Applied computer science,Shane Torbert,N/A,N/A
"Probability, statistics, and queueing theory: with computer science applications",Arnold O. Allen,N/A,1 Want to read
Android Apps for Absolute Beginners,Wallace Jackson,N/A,N/A
Applied probability,Kenneth Lange,N/A,N/A
"Articulated Motion and Deformable Objects: Second International Workshop, AMDO 2002 Palma de Mallorca, Spain, November 21-23, 2002 Proceedings",Francisco José Perales,N/A,N/A
"Artificial Intelligence in Medicine: 14th Conference on Artificial Intelligence in Medicine, AIME 2013, Murcia, Spain, May 29 – June 1, 2013. Proceedings",Niels Peek,N/A,1 Want to read
"Artificial Neural Nets and Genetic Algorithms: Proceedings of the 6th International Conference in Roanne, France, 2003",David W. Pearson,N/A,N/A
Applied Mathematics and Parallel Computing: Festschrift for Klaus Ritter,Stefan Schäffler,N/A,N/A
"Agile Processes in Software Engineering and Extreme Programming: 14th International Conference, XP 2013, Vienna, Austria, June 3-7, 2013. Proceedings",Hubert Baumeister,N/A,1 Want to read
Aesthetic computing,Paul A. Fishwick,N/A,N/A
"Algorithms and Data Structures: 2nd Workshop, Wads '91, Ottawa, Canada, August 14-16, 1991. Proceedings (Lecture Notes in Computer Science)","WADS '91 (1991 Ottawa, Ont.), Frank Dehne, J. R. Sack",N/A,2 Want to read
The Geometry of Information Retrieval,"C. J. van Rijsbergen, Van Rijsbergen, C.J",N/A,N/A
"Genetic Programming: 16th European Conference, EuroGP 2013, Vienna, Austria, April 3-5, 2013. Proceedings",Krzysztof Krawiec,N/A,N/A
Flex & bison,John R. Levine,N/A,1 Want to read
Flexible Query Answering Systems,Troels Andreasen,N/A,N/A
Learning to Rank for Information Retrieval,Tie-Yan Liu,N/A,N/A
Foundational Java: Key Elements and Practical Programming,David Parsons,N/A,2 Want to read
"Geographic Information Science: 4th International Conference, GIScience 2006, Münster, Germany, September 20-23, 2006, Proceedings (Lecture Notes in Computer Science)","Martin Raubal, Harvey J. Miller, Andrew U. Frank, Michael F. Goodchild",N/A,N/A
"Logistic Core Operations with SAP: Inventory Management, Warehousing, Transportation, and Compliance",Jens Kappauf,N/A,1 Want to read
"Emerging Intelligent Computing Technology and Applications: 8th International Conference, ICIC 2012, Huangshan, China, July 25-29, 2012. Proceedings",De-Shuang Huang,N/A,N/A
Everyday innovators: researching the role of users in shaping ICT's,Leslie Haddon,N/A,N/A
